system_id,system_short,system,module_id,module,module_original,audit_status,evidence_strength,n_genes,n_cpg_rows,citation_keys,evidence_note,deep_search_url
22,one_carbon,One-carbon metabolism,22.7,Methyl-group handling and one-carbon disposal,SAM consumption and methyl-group disposal,renamed_for_mechanistic_precision,High,4,40,[Duc16]; [Fro19],"GNMT regulates SAM-dependent methyl flux, while ALDH1L1, FTCD and SARDH handle/dispose one-carbon units from folate, histidine and sarcosine metabolism.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
22,one_carbon,One-carbon metabolism,22.8,Mitochondrial one-carbon supply (glycine cleavage),Mitochondrial one-carbon supply (glycine cleavage),supported_as_named,High,2,23,[Duc16]; [Fro19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
23,circadian,Circadian & melatonin,23.1,Core clock - positive limb,Core clock - positive limb,supported_as_named,High,4,54,[Tak16]; [Gol10],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
23,circadian,Circadian & melatonin,23.2,Core clock - negative limb,Core clock - negative limb,supported_as_named,High,5,42,[Tak16]; [Gol10],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
23,circadian,Circadian & melatonin,23.3,Secondary stabilizing loop and clock-output transcription factors,Stabilising loop and clock-output transcription factors,renamed_for_mechanistic_precision,High,9,133,[Tak16]; [Gol10],ROR/REV-ERB factors form the secondary stabilizing loop and DBP/HLF/TEF/NFIL3 form clock-output/auxiliary transcriptional circuitry.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
23,circadian,Circadian & melatonin,23.4,Post-translational clock control,Post-translational clock control,supported_as_named,High,5,54,[Tak16]; [Gol10],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
23,circadian,Circadian & melatonin,23.5,"Melatonin synthesis, receptors and photic input","Melatonin synthesis, receptors and photic input",supported_as_named,High,6,54,[Har08]; [Gol10],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.1,HLA class I - classical,HLA class I - classical,supported_as_named,High,3,10,[Loz07]; [New12],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.2,"Non-classical HLA-I, MHC-I-related genes and pseudogenes",HLA class I - non-classical and pseudogenes,renamed_for_mechanistic_precision,High,12,63,[Loz07]; [New12],"The set includes non-classical HLA-I genes, MICA/MICB, B2M, transcripts/pseudogenes and related loci; 'HLA-I non-classical and pseudogenes' was too narrow.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.3,HLA class II,HLA class II,supported_as_named,High,16,184,[Loz07]; [New12],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.4,Complement,Complement,supported_as_named,High,13,126,[New12]; [Loz07],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.5,Pro-inflammatory cytokines,Pro-inflammatory cytokines,supported_as_named,High,8,62,[Vil17]; [Pla18],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.6,Cytokine receptors and JAK-STAT signalling,Cytokine receptors and JAK-STAT signalling,supported_as_named,High,20,254,[Vil17]; [Pla18],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.7,"Immunoregulatory, type-2 and anti-inflammatory signaling",Anti-inflammatory and resolution,renamed_for_mechanistic_precision,High,6,64,[Vil17]; [Pla18],"IL10/TGFB1/FOXP3 are strongly immunoregulatory, whereas IL4/IL13 are type-2 cytokines whose effects are context-dependent rather than uniformly anti-inflammatory.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.8,Innate sensing and the inflammasome,Innate sensing and the inflammasome,supported_as_named,High,20,161,[New12]; [Mas09],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.9,NF-kB pathway,NF-kB pathway,supported_as_named,High,12,116,[New12]; [Pla18],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.10,Acute-phase response and endothelial adhesion,Acute-phase response and endothelial adhesion,supported_as_named,High,6,17,[Loz07]; [New12],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.11,T-cell receptor loci and CCL2 chemotaxis,T-cell receptor loci and chemokines,renamed_for_mechanistic_precision,Moderate,5,7,[Loz07]; [New12],"TRAC/TRDC/TRGC genes form T-cell receptor loci, while CCL2 is a chemokine with leukocyte-recruitment biology; the former combined label obscured this split.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.12,Leukocyte activation and inflammatory signaling,Stress-associated methylation candidates,renamed_from_association_label_to_process_label,Moderate,5,66,[Loz07]; [Pla18],"CXCL2, IL1A, LTA, NFATC1 and GPR132 participate in inflammatory/leukocyte activation but do not form a specific 'stress-associated methylation' biochemical subprocess.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
24,immune,"Immune, inflammation & HLA",24.13,CCL3 chemokine signaling,Chemokines,renamed_for_mechanistic_precision,Moderate,1,1,[Loz07]; [New12],"A single-gene module is retained because the locked hierarchy requires it, but the label now names the actual chemokine process rather than the broad category 'chemokines'.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
25,social_synaptic,Social-synaptic & psychiatric risk,25.1,Neurexin-neuroligin trans-synaptic complex,Neurexin-neuroligin trans-synaptic complex,supported_as_named,High,12,302,[Sud17]; [Vol15],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
25,social_synaptic,Social-synaptic & psychiatric risk,25.2,"Cortical development, migration and Reelin signalling","Cortical development, migration and Reelin signalling",supported_as_named,High,9,338,[Jos20]; [Vol15],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
25,social_synaptic,Social-synaptic & psychiatric risk,25.3,Neuregulin–ERBB and dysbindin-related synaptic signaling,Neuregulin-ERBB signalling,heterogeneous_locked_membership,Moderate,4,163,[Sha12]; [Vol15],"NRG1/NRG3-ERBB4 form a coherent pathway, but DTNBP1/dysbindin is a separate synaptic-vesicle/trafficking risk gene; membership is locked, so the label explicitly flags the mixed content.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
25,social_synaptic,Social-synaptic & psychiatric risk,25.4,Activity-dependent and psychiatric-risk transcriptional regulation,Activity-dependent transcription in social circuits,heterogeneous_locked_membership,Moderate,4,96,[Vol15]; [Pas20],"MEF2A/C fit activity-dependent transcription; TCF4 and ZNF804A are psychiatric-risk transcriptional regulators with broader mechanisms, so this is not one linear social-circuit pathway.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
25,social_synaptic,Social-synaptic & psychiatric risk,25.5,"Convergent neuronal excitability, nicotinic and growth/cytoskeletal signaling",Cholinergic and other convergent risk loci,heterogeneous_locked_membership,Moderate,5,134,[Pas20]; [Vol15],"ANK3, CHRNA5/7, PTEN and TRIO are mechanistically heterogeneous risk genes converging on excitability, nicotinic transmission and growth/cytoskeletal signaling; no single linear subprocess fits all locked genes.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Synaptic%20plasticity%20GPCR%20psychiatric%20module%20evidence
26,thyroid,Thyroid & neurodevelopment,26.1,TSH signaling and thyroid hormone synthesis,Thyroid hormone synthesis,renamed_for_mechanistic_precision,High,7,94,[Ort16]; [Mio15]; [Cit19],"TSHB/TSHR encode the upstream pituitary ligand/receptor axis, while DUOX2/TPO/TG/SLC5A5/IYD execute thyroid hormonogenesis; the original title omitted the TSH-control layer.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
26,thyroid,Thyroid & neurodevelopment,26.2,Deiodinases,Deiodinases,supported_as_named,High,3,31,[Ger08]; [Ort16],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
26,thyroid,Thyroid & neurodevelopment,26.3,Receptors and heterodimer partners,Receptors and heterodimer partners,supported_as_named,High,3,114,[Bre12]; [Ort16],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
26,thyroid,Thyroid & neurodevelopment,26.4,Transport across the blood-brain barrier,Transport across the blood-brain barrier,supported_as_named,High,3,34,[Ort16]; [Bre12],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
26,thyroid,Thyroid & neurodevelopment,26.5,Serum binding proteins,Serum binding proteins,supported_as_named,High,2,17,[Ort16]; [Bre12],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
26,thyroid,Thyroid & neurodevelopment,26.6,Thyroid development and hypothalamic TRH regulation,Thyroid development and central regulation,renamed_for_mechanistic_precision,High,3,40,[Ort16]; [Jin22],"FOXE1/PAX8 govern thyroid development/differentiation, while TRH is an upstream hypothalamic regulator; the revised title makes both components explicit.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
27,appetite,Appetite & metabolic programming,27.1,"Adipose, pancreatic and gut signals","Adipose, pancreatic and gut signals",supported_as_named,High,8,94,[Wat21]; [Bal19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
27,appetite,Appetite & metabolic programming,27.2,Hypothalamic melanocortin circuit,Hypothalamic melanocortin circuit,supported_as_named,High,4,19,[Bal19]; [Wat21],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
27,appetite,Appetite & metabolic programming,27.3,Leptin and insulin intracellular signalling,Leptin and insulin intracellular signalling,supported_as_named,High,4,83,[Wat21]; [Tow23],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
27,appetite,Appetite & metabolic programming,27.4,"Cellular energy sensing, adipogenic and mitochondrial regulation",Energy sensing and mitochondrial uncoupling,renamed_for_mechanistic_precision,High,5,53,[Tow23]; [Wat21],"PRKAA2 is AMPK energy sensing, PPARG adipogenic/lipid regulation, PPARGC1A mitochondrial biogenesis, and UCP2/3 uncoupling; 'energy sensing and uncoupling' was too narrow.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
27,appetite,Appetite & metabolic programming,27.5,Growth axis and fetal programming,Growth axis and fetal programming,supported_as_named,High,5,117,[Wat21]; [Tow23],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
27,appetite,Appetite & metabolic programming,27.6,Lipid metabolism and adiposity-regulatory loci,Adiposity and lipid loci with replicated methylation signal,heterogeneous_convergent_module,Moderate,7,137,[Say16]; [Jon21],"ABCG1/CPT1A/PHGDH/SREBF1 have metabolic roles and FTO/IRX3/TMEM18 are adiposity-regulatory loci; this is a convergent metabolic grouping, not one biochemical pathway or merely a methylation-signal list.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
27,appetite,Appetite & metabolic programming,27.7,Metabolic adaptation and developmental-programming loci,Prenatal and glycaemic methylation loci,heterogeneous_locked_membership,Moderate,8,300,[Kir16]; [Slo12],"The genes span hypoxia, glycolysis, transcription, RNA modification, endothelial and adipocyte-development processes. Membership is heterogeneous and association-informed, so the revised label avoids implying a single pathway.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Neuroendocrine%20endocrine%20module%20evidence
28,ageing,"Ageing, epigenetic clocks & telomere",28.1,Canonical epigenetic age-associated CpG loci,Clock CpG host genes,measurement_defined_module,Moderate,11,180,[Jun19]; [Li22],These genes are grouped because CpGs at these loci repeatedly predict chronological/epigenetic age; this is a measurement-defined marker module rather than a single biological subprocess.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
28,ageing,"Ageing, epigenetic clocks & telomere",28.2,Telomere maintenance,Telomere maintenance,supported_as_named,High,21,188,[Mar16]; [Li22],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
28,ageing,"Ageing, epigenetic clocks & telomere",28.3,Cellular senescence,Cellular senescence,supported_as_named,High,7,223,[Li22]; [Mar16],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
28,ageing,"Ageing, epigenetic clocks & telomere",28.4,Longevity-associated protective and nutrient-sensing loci,Longevity and nutrient sensing,heterogeneous_longevity_loci,Moderate,3,24,[Li22]; [Mar16],"FOXO3, APOE and KL are robust ageing/longevity loci with different mechanisms; the grouping is biologically meaningful but not one linear pathway.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
29,oxidative,Oxidative stress & mitochondria,29.1,Antioxidant enzymes,Antioxidant enzymes,supported_as_named,High,10,93,[Din15]; [Sch19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
29,oxidative,Oxidative stress & mitochondria,29.2,NRF2 pathway,NRF2 pathway,supported_as_named,High,4,40,[Din15]; [Sch19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
29,oxidative,Oxidative stress & mitochondria,29.3,Glutathione redox regeneration and conjugation,Glutathione conjugation,renamed_for_mechanistic_precision,High,3,18,[Har08b]; [Din15],"GSR regenerates reduced glutathione, while GSTM1/GSTP1 catalyze glutathione conjugation; 'conjugation' alone misclassified GSR.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
29,oxidative,Oxidative stress & mitochondria,29.4,Mitochondrial biogenesis and dynamics,Mitochondrial biogenesis and dynamics,supported_as_named,High,6,40,[Din15]; [Gur19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
29,oxidative,Oxidative stress & mitochondria,29.5,Mitophagy and quality control,Mitophagy and quality control,supported_as_named,High,4,90,[Din15]; [Gur19],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
29,oxidative,Oxidative stress & mitochondria,29.6,ROS production,ROS production,supported_as_named,High,3,38,[Kov14]; [Din15],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
30,pharmacogenes,Pharmacogenes,30.1,Cytochrome P450 drug metabolism,Cytochrome P450 drug metabolism,supported_as_named,High,7,30,[Ahm16]; [Cre10],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
30,pharmacogenes,Pharmacogenes,30.2,Non-CYP drug-metabolizing enzymes,Phase II conjugation,renamed_to_correct_metabolic_classification,High,3,27,[Re17]; [Jan10]; [Cre10],"DPYD catalyzes pyrimidine/fluoropyrimidine catabolism, NAT1 acetylation and TPMT thiopurine methylation. DPYD is not a phase-II conjugating enzyme, so the original label was inaccurate.",https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
30,pharmacogenes,Pharmacogenes,30.3,Drug transporters,Drug transporters,supported_as_named,High,2,17,[Ahm16]; [Cre10],Retained after audit: the locked genes form a coherent subprocess matching the original module label.,https://app.undermind.ai/projects/4a4c1774-bd88-462d-889b-015f29a373b5?path=/Epigenetic%20immune%20ageing%20metabolic%20module%20evidence
